# Chunk-averaged data for fix temp_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
1000 20 12312
  8 -6.32165 602.83 445.336
  9 -3.79299 614.68 458.016
  10 -1.26433 606.62 467.78
  11 1.26433 606.9 472.22
  12 3.79299 623.03 465.629
  13 6.32165 614.6 463.798
  14 8.85032 625.01 458.472
  15 11.379 604.09 453.092
  16 13.9076 598.15 453.899
  17 16.4363 628.61 460.105
  18 18.965 620.17 449.588
  19 21.4936 636.45 444.02
  20 24.0223 625.97 431.688
37000 20 12311.999999999996
  1 -24.0223 606.41 426.893
  2 -21.4936 630.68 433.252
  3 -18.965 625.67 431.017
  4 -16.4363 599.04 429.605
  5 -13.9076 617.85 440.204
  6 -11.379 606.58 447.049
  7 -8.85032 632.62 446.106
  8 -6.32165 595.37 446.902
  9 -3.79299 609.65 458.372
  10 -1.26433 597.24 467.587
  11 1.26433 601.24 474.055
  12 3.79299 618.48 464.433
  13 6.32165 612.12 461.358
  14 8.85032 622.26 462.662
  15 11.379 603.95 450.624
  16 13.9076 604.55 455.969
  17 16.4363 633.35 453.516
  18 18.965 622.05 453.547
  19 21.4936 630.92 446.631
  20 24.0223 641.97 433.259
38000 20 12312.000000000002
  1 -24.0223 602.31 432.182
  2 -21.4936 635.62 437.433
  3 -18.965 633.38 427.843
  4 -16.4363 612.2 425.293
  5 -13.9076 603.32 442.881
  6 -11.379 630.15 446.587
  7 -8.85032 610.05 453.123
  8 -6.32165 597.07 455.046
  9 -3.79299 605.95 457.509
  10 -1.26433 605.93 473.23
  11 1.26433 618.34 474.888
  12 3.79299 606.49 467.872
  13 6.32165 603.17 468.75
  14 8.85032 618.47 465.594
  15 11.379 622 452.842
  16 13.9076 602.9 448.413
  17 16.4363 622.7 449.368
  18 18.965 624.97 447.455
  19 21.4936 623.79 444.81
  20 24.0223 633.19 436.37
39000 20 12312
  1 -24.0223 605.94 436.105
  2 -21.4936 624.97 436.502
  3 -18.965 620.72 425.393
  4 -16.4363 607.21 434.487
  5 -13.9076 590.81 445.693
  6 -11.379 610.82 456.948
  7 -8.85032 606.8 449.158
  8 -6.32165 605.19 456.543
  9 -3.79299 617.52 465.61
  10 -1.26433 613.64 469.438
  11 1.26433 629.25 469.583
  12 3.79299 606.65 470.802
  13 6.32165 589.48 463.99
  14 8.85032 613.3 457.077
  15 11.379 629.4 459.719
  16 13.9076 613.94 450.808
  17 16.4363 637.49 452.581
  18 18.965 637.3 449.951
  19 21.4936 608.92 439.867
  20 24.0223 642.65 434.58
40000 20 12312
  1 -24.0223 611.17 434.997
  2 -21.4936 637.31 429.526
  3 -18.965 617.74 430.594
  4 -16.4363 613.66 437.797
  5 -13.9076 593.35 443.186
  6 -11.379 612.33 450.677
  7 -8.85032 610.95 440.394
  8 -6.32165 618.82 455.368
  9 -3.79299 594.55 467.041
  10 -1.26433 631.71 467.407
  11 1.26433 606.92 471.449
  12 3.79299 613.97 466.55
  13 6.32165 591.69 459.096
  14 8.85032 600.17 460.512
  15 11.379 624.35 456.316
  16 13.9076 600.17 457.147
  17 16.4363 647.84 448.692
  18 18.965 619.82 449.669
  19 21.4936 639.46 434.051
  20 24.0223 626.02 432.759
41000 20 12311.999999999998
  1 -24.0223 615.85 429.73
  2 -21.4936 628.29 430.808
  3 -18.965 602.75 428.967
  4 -16.4363 627.81 432.397
  5 -13.9076 583.24 440.91
  6 -11.379 617.52 441.323
  7 -8.85032 600.89 446.549
  8 -6.32165 619.46 445.897
  9 -3.79299 612.52 468.653
  10 -1.26433 604.72 472.869
  11 1.26433 617.95 477.334
  12 3.79299 609.21 471.073
  13 6.32165 598.09 461.76
  14 8.85032 604.38 466.81
