# Chunk-averaged data for fix temp_profile and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount temp
1000 21 12312
  18 18.0689 597.28 445.682
  19 20.4781 598.76 441.496
  20 22.8873 629.88 442.214
  21 25.2965 0 0
20000 21 12312
  1 -22.8873 606.3 426.115
  2 -20.4781 590.47 427.34
  3 -18.0689 647.19 431.68
  4 -15.6597 625.77 429.34
  5 -13.2505 613.94 437.065
  6 -10.8414 614.88 456.512
  7 -8.43217 590.01 453.832
  8 -6.02298 585.96 451.112
  9 -3.61379 599.72 469.085
  10 -1.2046 662.51 469.112
  11 1.2046 618.16 469.275
  12 3.61379 577.42 458.491
  13 6.02298 622.45 456.712
  14 8.43217 636.66 465.773
  15 10.8414 631.41 456.87
  16 13.2505 598.72 452.916
  17 15.6597 600.69 458.902
  18 18.0689 610.33 448.684
  19 20.4781 586.33 440.158
  20 22.8873 693.08 439.155
  21 25.2965 0 0
21000 21 12311.999999999998
  1 -22.8873 594.91 422.242
  2 -20.4781 591.23 430.167
  3 -18.0689 643.87 437.65
  4 -15.6597 608.02 437.808
  5 -13.2505 603.33 439.36
  6 -10.8414 614.69 449.175
  7 -8.43217 621.25 451.148
  8 -6.02298 601.85 461.732
  9 -3.61379 617.37 475.535
  10 -1.2046 651.65 473.943
  11 1.2046 609.52 465.136
  12 3.61379 572.95 453.804
  13 6.02298 655.34 456.117
  14 8.43217 606.47 457.75
  15 10.8414 624.52 462.07
  16 13.2505 612.09 453.343
  17 15.6597 594.72 447.879
  18 18.0689 617.51 450.853
  19 20.4781 582.89 435.161
  20 22.8873 687.82 422.89
  21 25.2965 0 0
22000 21 12312
  1 -22.8873 598.87 427.298
  2 -20.4781 598.59 442.554
  3 -18.0689 631.16 430.212
  4 -15.6597 621.77 436.894
  5 -13.2505 609.12 444.859
  6 -10.8414 635.35 442.17
  7 -8.43217 597.02 457.569
  8 -6.02298 591.92 463.577
  9 -3.61379 653.43 467.322
  10 -1.2046 614.77 462.464
  11 1.2046 621.96 470.845
  12 3.61379 599.85 467.416
  13 6.02298 621.33 456.798
  14 8.43217 576.6 454.081
  15 10.8414 625 449.718
  16 13.2505 618.13 452.337
  17 15.6597 613.57 439.246
  18 18.0689 616.62 449.556
  19 20.4781 636.36 437.957
  20 22.8873 630.58 422.53
  21 25.2965 0 0
23000 21 12312
  1 -22.8873 597.01 431.239
  2 -20.4781 637.41 435.864
  3 -18.0689 612.07 433.685
  4 -15.6597 610.76 437.261
  5 -13.2505 630.98 443.041
  6 -10.8414 605.26 447.826
  7 -8.43217 613.18 461.43
  8 -6.02298 620.66 465.075
  9 -3.61379 622.12 468.776
  10 -1.2046 608.56 466.232
  11 1.2046 633.5 480.595
  12 3.61379 601.08 468.262
  13 6.02298 602.77 457.143
  14 8.43217 578.26 457.638
  15 10.8414 650.17 443.612
  16 13.2505 597.33 448.135
  17 15.6597 611.31 443.13
  18 18.0689 629.38 444.776
  19 20.4781 624.61 438.065
  20 22.8873 625.58 428.015
  21 25.2965 0 0
24000 21 12312
  1 -22.8873 631.44 427.658
  2 -20.4781 605.17 435.292
  3 -18.0689 618.94 435.139
  4 -15.6597 616.61 438.343
  5 -13.2505 614.2 443.284
  6 -10.8414 600.94 444.555
  7 -8.43217 626.8 455.461
  8 -6.02298 632.71 458.004
  9 -3.61379 596.94 461.657
  10 -1.2046 594.17 472.035
  11 1.2046 665.2 472.394
  12 3.61379 587.39 467.196
  13 6.02298 605.96 457.732
  14 8.43217 604.66 459.374
  15 10.8414 640.34 447.447
  16 13.2505 584.39 451.029
  17 15.6597 612.6 449.035
  18 18.0689 644.49 446.492
